book_name,book_image,author,page,short_description,programming_language,concept,tool,ratings,user_id
Learning Embedded Linux Using the Yocto Project,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/3/7395os.jpg,By Alexandru Vaduva,334,Develop powerful embedded Linux systems with the Yocto Project components,C++,Embedded Systems,Yocto Project,4,90
Getting Started with MariaDB,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/0/8096os_cover.jpg,By Daniel Bartholomew,100,MariaDB is growing in popularity as a “drop-in” replacement for MySQL. Now you can quickly learn how...,C,Database Administration,MariaDB,3,286
Troubleshooting PostgreSQL,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/3/5314os.jpg,By Hans-Jürgen Schönig,164,Intercept problems and challenges typically faced by PostgreSQL database administrators with the bes...,C,Database Administration,PostgreSQL,5,293
Mastering PostgreSQL 10,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b08773_cover.png,By Hans-Jürgen Schönig,428,Master the capabilities of PostgreSQL 10 to efficiently manage and maintain your database,C,Database Administration,PostgreSQL,5,216
SAP HANA Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/6/7623en_sap20hana20cookbook.jpg,By Chandrasekhar Mankala,284,Your all-inclusive guide to understanding SAP HANA with practical recipes with over 50 recipes,C,Database Administration,SAP Hana,4,166
Learning Embedded Linux Using the Yocto Project,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/3/7395os.jpg,By Alexandru Vaduva,334,Develop powerful embedded Linux systems with the Yocto Project components,C,Embedded Systems,Yocto Project,4,250
Angular Test-Driven Development - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781786465474.png,By Md. Ziaul Haq,252,Enhance your testing skills to build powerful and fault-free applications in Angular v4,JavaScript,Application Testing,Angular,4,271
AngularJS Testing Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/7/3742os.jpg,By Simon Bailey,180,Eliminate volatile code by taking control and understanding how to test AngularJS applications,JavaScript,Application Testing,Angular,4,160
Backbone.js Testing,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/2/5248os.jpg,By Ryan Roemer,168,"If you dread the business of testing JavaScript and Backbone.js web applications, this book is your ...",JavaScript,Application Testing,Backbone.js,3,265
Getting Started with Grunt: The JavaScript Task Runner,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/6/0628os_getting20started.jpg,By Jaime Pillora,132,If you know JavaScript you ought to know Grunt – the Task Runner for managing sophisticated web appl...,JavaScript,Application Testing,Grunt,3,198
Jasmine JavaScript Testing - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/0/2041os.jpg,By Paulo Ragonha,134,Test your JavaScript applications efficiently using Jasmine and React.js,JavaScript,Application Testing,Jasmine,4,42
Jasmine Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/1/7166os.jpg,By Munish Sethi,276,Over 35 recipes to design and develop Jasmine tests to produce world-class JavaScript applications,JavaScript,Application Testing,Jasmine,4,168
Creating Dynamic UI with Android Fragments,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781783283095.png,By Jim Wilson,122,"Make your Android apps a superior, silky-smooth experience for the end-user with this comprehensive ...",Java,Android Development,Android Fragments,3,110
Android Studio 3.5 Development Essentials - Kotlin Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781951442002-original_63.png,By Neil Smyth,812,Learn how Kotlin reduces the code verbosity and simplifies Android application development,Java,Android Development,Android SDK,4,58
Android Studio 3.5 Development Essentials - Java Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781951442019-original_154.jpeg,By Neil Smyth,778,The essential guide for developing high-end Android applications in Java,Java,Android Development,Android SDK,5,90
Android Studio Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781785286186.png,By Mike van Drongelen,232,"Design, test, and debug your apps using Android Studio",Java,Android Development,Android Studio,5,271
Mastering Android Studio 3,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05429_0.png,By Kyle Mew,220,Unleash the power of Android Studio 3 to develop mobile applications faster and efficiently.,Java,Android Development,Android Studio,2,62
CakePHP Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847193897.jpg,By Ahsanul Bari,332,Step-by-step introduction to rapid web development using the open-source MVC CakePHP framework,PHP,Application Development,CakePHP,5,279
FuelPHP Application Development Blueprints,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/4/5401os_b00876_fuelphp20application20development20blueprints.jpg,By Sébastien Drouyer,284,Supercharge your projects by designing and implementing web applications with FuelPHP,PHP,Application Development,FuelPHP,5,237
Laravel Application Development Blueprints,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2111os_1.jpg,By Arda Kılıçdağı,260,For intermediate to advanced PHP programmers this is the perfect volume for mastering Laverel. It st...,PHP,Application Development,Laravel,3,94
Yii Application Development Cookbook - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/1/3107os.jpg,By Alexander Makarov,408,This book is the perfect way to add the capabilities of Yii to your PHP5 development skills. Dealing...,PHP,Application Development,Yii,3,128
Zend Framework 2 Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2100os_cov.jpg,By Christopher Valles,298,PHP developers can create more powerful applications using the flexibility of Zend Framework 2. This...,PHP,Application Development,Zend Framework,3,298
Alfresco Developer Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847193110.jpg,By Jeff Potts,556,"Customizing Alfresco with actions, web scripts, web forms, workflows, and more",PHP,CMS,Alfresco,3,44
The Applied AI and Natural Language Processing Workshop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781800208742-original_137.png,By Krishna Sankar,384,"With the help of engaging activities, learn how to leverage Amazon Web Services for building serverl...",Python,Artificial Intelligence,AWS,3,264
IBM Watson Projects,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789343717-20copy.png,By James D. Miller,340,Incorporate intelligence to your data-driven business insights and high accuracy business solutions,Python,Artificial Intelligence,IBM Watson,3,194
The Applied Artificial Intelligence Workshop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781800205819-original_113.jpeg,By Anthony So,420,"With knowledge and information shared by experts, take your first steps towards creating scalable AI...",Python,Artificial Intelligence,Jupyter,3,72
Hands-On Intelligent Agents with OpenAI Gym,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b09513.png,By Praveen Palanisamy,254,"Implement intelligent agents using PyTorch to solve classic AI problems, play console games like Ata...",Python,Artificial Intelligence,OpenAI Gym,5,222
The Artificial Intelligence Infrastructure Workshop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781800209848-original_281.jpeg,By Chinmay Arankalle,732,Explore how a data storage system works – from data ingestion to representation,Python,Artificial Intelligence,PySpark,5,250
Artificial Intelligence for IoT Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781838981983-original_32.png,By Michael Roshak,260,Implement machine learning and deep learning techniques to perform predictive analytics on real-time...,Python,Artificial Intelligence,Raspberry Pi,4,41
Big Data Visualization,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b04671.png,By James D. Miller,304,Learn effective tools and techniques to separate big data into manageable and logical components for...,R,Big Data,D3,4,224
Big Data Analytics with R,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05396_cover.png,By Simon Walkowiak,506,Utilize R to uncover hidden patterns in your Big Data,R,Big Data,Hadoop,1,82
Big Data Analytics with R and Hadoop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/2/3282os.jpg,By Vignesh Prajapati,238,"If you’re an R developer looking to harness the power of big data analytics with Hadoop, then this b...",R,Big Data,Hadoop,4,262
Hands-On Exploratory Data Analysis with R,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789804379-original_32.png,By Radhika Datar,266,Learn exploratory data analysis concepts using powerful R packages to enhance your R data analysis s...,R,Data Analysis,ggplot,2,293
Data Analysis with R - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b08285_cover.png,By Tony Fischetti,570,"Learn, by example, the fundamentals of data analysis as well as several intermediate to advanced met...",R,Data Analysis,RStudio,4,216
Mastering R for Quantitative Finance,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/0/2097_2078ot_mastering20r20for20quantitative20finance.jpg,By Edina Berlinger,362,Use R to optimize your trading strategy and build up your own risk management system,R,Data Analysis,RStudio,2,250
Microsoft Azure: Enterprise Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/9/0981en_microsoft_azure_enterprise_application_development_cov.jpg,By Richard J. Dudley,248,Straight talking advice on how to design and build enterprise applications for the cloud using Micro...,SQL,Application Development,Azure,5,59
Mastering SQL Queries for SAP Business One,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/3/2367en_mastering20sql20queries20for20sap20business20one.jpg,By Gordon Du,352,Exploit one of the most powerful features of SAP Business One with this practical guide to mastering...,SQL,Application Development,SAP Business One,2,286
Big Data Forensics - Learning Hadoop Investigations,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781785288104.png,By Joe Sremack,264,Perform forensic investigations on Hadoop clusters with cutting-edge tools and techniques,SQL,Big Data,Hadoop,2,244
MySQL 8 for Big Data,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b08220_cover_0.png,By Shabbir Challawala,266,Uncover the power of MySQL 8 for Big Data,SQL,Big Data,MySQL,4,7
Talend for Big Data,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/4/9499os__talend20for20big20data_cover.jpg,By Bahaaldine Azarmi,96,"If you want to start working on big data projects fast, this is the guide you’ve been looking for. D...",SQL,Big Data,Talend,3,174
Expert Cube Development with Microsoft SQL Server 2008 Analysis Services,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/2/7221_expert20cube20development20with20microsoft20sql20server20200820analysis20services_frontcover.jpg,By Alberto Ferrari,360,"Design and implement fast, scalable and maintainable cubes with Microsoft SQL Server 2008 Analysis S...",SQL,Business Intelligence,Microsoft SQL Server Analysis Services,3,87
Mastering Swift 5 - Fifth Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789139860-original_26.png,By Jon Hoffman,370,Harness the power of the latest edition with this in-depth and comprehensive guide to the Swift lang...,Swift,Application Development,iOS,4,194
Continuous Delivery for Mobile with fastlane,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/c/o/cover_3.png,By Doron Katz,346,"Learn continuous deployment and automation with code-signing, continuous testing, building, deployin...",Swift,Continuous Integration,Fastlane,3,82
Swift 3 Functional Programming,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/i/m/img3880.jpg,By Dr. Fatih Nayebi,296,"Bring the power of Swift functional programming to iOS, Web, macOS, watchOS and tvOS application dev...",Swift,Functional Programming,iOS,4,13
Swift Functional Programming - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781787284500.png,By Dr. Fatih Nayebi,316,"Bring the power of functional programming to Swift to develop clean, smart, scalable and reliable ap...",Swift,Functional Programming,Xcode,4,13
Mastering iOS 14 Programming - Fourth Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781838822842-original_86.png,By Mario Eguiluz Alebicto,558,"Become a professional iOS developer with the most in-depth and advanced guide to Swift 5.3, Xcode 12...",Swift,iOS Development,iOS,3,244
iOS 14 Programming for Beginners - Fifth Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781800209749-original_383.jpeg,By Ahmad Sahar,766,Learn iOS app development and work with the latest Apple development tools,Swift,iOS Development,iOS,4,305
